@relation 'mydata-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,5'

@attribute User.country {Australia,Belgium,Brazil,Canada,China,'Costa Rica',Croatia,'Czech Republic',Denmark,Egypt,Finland,France,Germany,Greece,Hawaii,Honduras,Hungary,India,'India ',Iran,Ireland,Israel,Italy,Japan,Jordan,Kenya,Korea,Kuwait,Malaysia,Mexico,Netherlands,'New Zeland',Norway,Phillippines,'Puerto Rico','Saudi Arabia',Scotland,Singapore,'South Africa',Spain,Swiss,Switzerland,Syria,Taiwan,Thailand,UK,'United Arab Emirates',USA}
@attribute Nr..reviews {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,69,70,73,74,75,76,77,78,79,82,83,84,85,86,87,88,91,92,93,95,96,97,101,102,103,106,108,110,112,113,114,116,118,119,121,123,125,127,130,131,136,137,139,142,146,148,153,154,156,159,160,161,164,167,169,182,184,189,235,240,252,262,275,289,290,320,333,372,415,418,576,608,775}
@attribute Nr..hotel.reviews {0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,47,48,49,52,55,56,58,61,71,72,75,76,78,79,107,111,117,126,162,263}
@attribute Helpful.votes {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,45,46,47,48,49,51,52,53,54,55,56,58,59,60,61,63,65,67,68,70,71,72,74,75,76,78,80,81,82,85,86,87,88,93,98,99,102,103,105,111,112,113,115,116,119,129,131,132,133,134,142,150,161,167,169,200,206,255,265,267,299,300,319,339,340,365}
@attribute Period.of.stay {Dec-Feb,Jun-Aug,Mar-May,Sep-Nov}
@attribute Traveler.type {Business,Couples,Families,Friends,Solo}
@attribute Pool {NO,YES}
@attribute Gym {NO,YES}
@attribute Tennis.court {NO,YES}
@attribute Spa {NO,YES}
@attribute Casino {NO,YES}
@attribute Free.internet {NO,YES}
@attribute Hotel.name {'Bellagio Las Vegas','Caesars Palace','Circus Circus Hotel & Casino Las Vegas','Encore at wynn Las Vegas','Excalibur Hotel & Casino','Hilton Grand Vacations at the Flamingo','Hilton Grand Vacations on the Boulevard','Marriott\'s Grand Chateau','Monte Carlo Resort&Casino','Paris Las Vegas','The Cosmopolitan Las Vegas','The Cromwell','The Palazzo Resort Hotel Casino','The Venetian Las Vegas Hotel','The Westin las Vegas Hotel Casino & Spa','Treasure Island- TI Hotel & Casino','Tropicana Las Vegas - A Double Tree by Hilton Hotel','Trump International Hotel Las Vegas','Tuscany Las Vegas Suites & Casino','Wyndham Grand Desert','Wynn Las Vegas'}
@attribute Hotel.stars {3,'3,5',4,'4,5',5}
@attribute Nr..rooms {188,315,716,732,787,826,1228,1282,1467,2034,2700,2884,2916,2959,3003,3025,3348,3773,3933,3981,4027}
@attribute User.continent {Africa,Asia,Europe,'North America',Oceania,'South America'}
@attribute Member.years {-1806,0,1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Review.month {April,August,December,February,January,July,June,March,May,November,October,September}
@attribute Review.weekday {Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday}
@attribute Score {1,2,3,4,5}

@data
Canada,12,4,6,Jun-Aug,Couples,YES,YES,YES,NO,NO,YES,'Wyndham Grand Desert','3,5',787,'North America',2,August,Monday,5
USA,14,3,14,Sep-Nov,Friends,YES,YES,YES,NO,NO,YES,'Wyndham Grand Desert','3,5',787,'North America',6,September,Tuesday,5
Canada,101,35,46,Dec-Feb,Friends,YES,YES,YES,NO,NO,YES,'Wyndham Grand Desert','3,5',787,'North America',5,December,Saturday,5
USA,20,6,9,Dec-Feb,Solo,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,'North America',0,January,Wednesday,5
Mexico,1,0,2,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,'North America',0,February,Sunday,5
USA,19,7,5,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,'North America',5,March,Wednesday,5
Israel,116,78,206,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,Asia,9,April,Sunday,5
UK,20,3,9,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,Europe,0,May,Monday,5
USA,7,5,6,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,'North America',1,June,Monday,5
USA,95,34,46,Jun-Aug,Business,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,'North America',6,June,Sunday,5
Canada,19,8,24,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,'North America',10,August,Wednesday,5
UK,21,6,15,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,Europe,3,August,Saturday,5
UK,56,11,14,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,Europe,5,September,Friday,5
UK,29,7,15,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,Europe,7,September,Thursday,5
Brazil,20,0,8,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,'South America',2,October,Friday,5
Switzerland,9,6,3,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,Europe,5,November,Saturday,5
Australia,43,38,29,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,Oceania,4,November,Saturday,5
Singapore,16,10,11,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,'The Venetian Las Vegas Hotel',5,4027,Asia,9,December,Thursday,5
USA,15,3,13,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,'Bellagio Las Vegas',5,3933,'North America',5,January,Thursday,5
USA,41,9,111,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,'Bellagio Las Vegas',5,3933,'North America',1,February,Friday,5
India,44,35,53,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'Bellagio Las Vegas',5,3933,Asia,6,March,Tuesday,5
Ireland,23,10,18,Mar-May,Business,YES,YES,NO,YES,YES,YES,'Bellagio Las Vegas',5,3933,Europe,4,April,Monday,5
UK,15,6,17,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'Bellagio Las Vegas',5,3933,Europe,1,May,Thursday,5
UK,5,0,5,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,'Bellagio Las Vegas',5,3933,Europe,0,June,Wednesday,5
USA,28,5,23,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,'Bellagio Las Vegas',5,3933,'North America',5,July,Friday,5
Scotland,102,25,37,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,'Bellagio Las Vegas',5,3933,Europe,6,August,Sunday,5
Ireland,13,3,2,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'Bellagio Las Vegas',5,3933,Europe,6,September,Tuesday,5
UK,26,22,42,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'Bellagio Las Vegas',5,3933,Europe,5,October,Sunday,5
UK,26,18,43,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,'Bellagio Las Vegas',5,3933,Europe,4,November,Monday,5
Canada,17,10,39,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,'Bellagio Las Vegas',5,3933,'North America',3,November,Saturday,5
Canada,19,3,12,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,'Paris Las Vegas',4,2916,'North America',1,January,Wednesday,5
USA,14,7,6,Mar-May,Couples,YES,YES,NO,YES,YES,YES,'Paris Las Vegas',4,2916,'North America',2,March,Friday,5
USA,9,5,4,Mar-May,Friends,YES,YES,NO,YES,YES,YES,'Paris Las Vegas',4,2916,'North America',6,May,Thursday,5
Australia,30,12,38,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,'Paris Las Vegas',4,2916,Oceania,4,June,Saturday,5
Egypt,85,37,65,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,'Paris Las Vegas',4,2916,Africa,4,August,Friday,5
USA,73,7,26,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,'Paris Las Vegas',4,2916,'North America',3,August,Thursday,5
Canada,13,6,13,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'Paris Las Vegas',4,2916,'North America',2,September,Tuesday,5
USA,6,4,6,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'Paris Las Vegas',4,2916,'North America',0,October,Saturday,5
USA,24,3,5,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'Paris Las Vegas',4,2916,'North America',0,November,Sunday,5
Canada,123,26,63,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,'Paris Las Vegas',4,2916,'North America',4,December,Saturday,5
USA,33,11,12,Mar-May,Business,YES,YES,NO,YES,YES,YES,'The Westin las Vegas Hotel Casino & Spa',4,826,'North America',4,March,Wednesday,5
USA,14,7,13,Mar-May,Friends,YES,YES,NO,YES,YES,YES,'The Westin las Vegas Hotel Casino & Spa',4,826,'North America',4,March,Thursday,5
USA,9,8,1,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,'The Westin las Vegas Hotel Casino & Spa',4,826,'North America',6,July,Monday,5
USA,30,27,19,Sep-Nov,Solo,YES,YES,NO,YES,YES,YES,'The Westin las Vegas Hotel Casino & Spa',4,826,'North America',6,September,Friday,5
UK,35,3,25,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'The Westin las Vegas Hotel Casino & Spa',4,826,Europe,1,October,Monday,5
UK,15,4,8,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,'The Westin las Vegas Hotel Casino & Spa',4,826,Europe,1,October,Sunday,5
